vendor_id,quarter,arr_m,headcount,growth
V0211,2023Q2,1.265371,4,0.186999
V0211,2023Q3,1.516526,5,0.198484
V0211,2023Q4,1.843091,6,0.215337
V0211,2024Q1,2.209762,6,0.198944
V0211,2024Q2,2.480796,6,0.122653
V0211,2024Q3,2.515037,6,0.013802
V0211,2024Q4,2.454354,6,-0.024128
V0211,2025Q1,2.426047,6,-0.011533
V0211,2025Q2,2.357275,6,-0.028347
V0211,2025Q3,2.260129,6,-0.041211
V0211,2025Q4,2.135859,6,-0.054984
V0212,2023Q1,1.258407,5,0.049843
V0212,2023Q2,1.309107,5,0.040289
V0212,2023Q3,1.342023,5,0.025144
V0212,2023Q4,1.350104,6,0.006021
V0212,2024Q1,1.394631,6,0.032980
V0212,2024Q2,1.420816,5,0.018776
V0212,2024Q3,1.389005,5,-0.022389
V0212,2024Q4,1.312520,5,-0.055065
V0212,2025Q1,1.145228,4,-0.127459
V0212,2025Q2,0.819846,3,-0.284120
V0212,2025Q3,0.617423,2,-0.246903
V0212,2025Q4,0.471154,1,-0.236903
V0213,2023Q1,17.420008,68,0.043824
V0213,2023Q2,17.781086,70,0.020728
V0213,2023Q3,18.478723,72,0.039235
V0213,2023Q4,19.155249,72,0.036611
V0213,2024Q1,18.496951,64,-0.034366
V0213,2024Q2,15.819009,57,-0.144777
V0213,2024Q3,12.325969,37,-0.220813
V0213,2024Q4,7.872838,24,-0.361280
V0213,2025Q1,4.895458,16,-0.378184
V0213,2025Q2,3.188290,10,-0.348725
V0213,2025Q3,2.155605,7,-0.323900
V0213,2025Q4,1.458875,4,-0.323218
V0214,2023Q1,21.856522,73,0.030987
V0214,2023Q2,23.420854,79,0.071573
V0214,2023Q3,25.860066,85,0.104147
V0214,2023Q4,28.008720,92,0.083088
V0214,2024Q1,30.551294,99,0.090778
V0214,2024Q2,32.963551,106,0.078958
V0214,2024Q3,35.131440,114,0.065766
V0214,2024Q4,38.343863,123,0.091440
V0214,2025Q1,41.171168,133,0.073736
V0214,2025Q2,44.984057,143,0.092611
V0214,2025Q3,50.350247,154,0.119291
V0214,2025Q4,55.191010,166,0.096142
V0215,2023Q1,9.103002,32,0.151893
V0215,2023Q2,10.949555,37,0.202851
V0215,2023Q3,12.901993,43,0.178312
V0215,2023Q4,14.830294,43,0.149458
V0215,2024Q1,16.884283,44,0.138500
V0215,2024Q2,16.945780,45,0.003642
V0215,2024Q3,17.282759,46,0.019886
V0215,2024Q4,17.353178,47,0.004075
V0215,2025Q1,18.025385,47,0.038737
V0215,2025Q2,18.504762,48,0.026595
V0215,2025Q3,19.237844,49,0.039616
V0215,2025Q4,19.782562,50,0.028315
V0216,2023Q1,8.111959,35,0.011456
V0216,2023Q2,8.668070,37,0.068555
V0216,2023Q3,9.242069,39,0.066220
V0216,2023Q4,9.588631,41,0.037498
V0216,2024Q1,9.970438,43,0.039819
V0216,2024Q2,10.636960,45,0.066850
V0216,2024Q3,10.967475,48,0.031072
V0216,2024Q4,11.932065,50,0.087950
V0216,2025Q1,12.723040,53,0.066290
V0216,2025Q2,13.398670,56,0.053103
V0216,2025Q3,14.462254,59,0.079380
V0216,2025Q4,15.490751,62,0.071116
V0217,2023Q1,1.293823,4,0.114532
V0217,2023Q2,1.441981,5,0.114511
V0217,2023Q3,1.626479,5,0.127948
V0217,2023Q4,1.779164,6,0.093875
V0217,2024Q1,1.908598,6,0.072750
V0217,2024Q2,2.093872,7,0.097073
V0217,2024Q3,2.278310,8,0.088085
V0217,2024Q4,2.390671,8,0.049318
V0217,2025Q1,2.536905,9,0.061169
V0217,2025Q2,2.768410,10,0.091255
V0217,2025Q3,2.988003,11,0.079321
V0217,2025Q4,3.326523,12,0.113293
V0218,2023Q1,1.734406,5,0.047675
V0218,2023Q2,1.762697,6,0.016311
V0218,2023Q3,1.792737,6,0.017042
V0218,2023Q4,1.845799,6,0.029598
V0218,2024Q1,1.940174,6,0.051130
V0218,2024Q2,2.045124,7,0.054093
V0218,2024Q3,2.194444,7,0.073013
V0218,2024Q4,2.233675,7,0.017877
V0218,2025Q1,2.310053,8,0.034194
V0218,2025Q2,2.400045,8,0.038956
V0218,2025Q3,2.456186,9,0.023392
V0218,2025Q4,2.543636,9,0.035604
V0219,2023Q1,12.951913,53,0.128062
V0219,2023Q2,14.786083,61,0.141614
V0219,2023Q3,16.562234,69,0.120123
V0219,2023Q4,19.094356,78,0.152885
V0219,2024Q1,21.994171,89,0.151868
V0219,2024Q2,25.931893,89,0.179035
V0219,2024Q3,28.730918,88,0.107938
V0219,2024Q4,28.601286,88,-0.004512
V0219,2025Q1,28.554858,87,-0.001623
V0219,2025Q2,28.205779,87,-0.012225
V0219,2025Q3,27.388447,87,-0.028977
V0219,2025Q4,26.942880,86,-0.016268
V0220,2023Q1,0.635346,2,0.042456
V0220,2023Q2,0.661570,2,0.041275
V0220,2023Q3,0.680686,2,0.028896
V0220,2023Q4,0.711362,2,0.045066
V0220,2024Q1,0.727994,3,0.023379
V0220,2024Q2,0.781396,3,0.073355
V0220,2024Q3,0.832205,3,0.065024
V0220,2024Q4,0.898057,3,0.079129
V0220,2025Q1,0.936887,3,0.043237
V0220,2025Q2,0.989580,3,0.056243
V0220,2025Q3,1.042215,4,0.053189
V0220,2025Q4,1.119339,4,0.074000
V0221,2023Q1,65.238656,183,0.018662
V0221,2023Q2,69.027882,192,0.058083
V0221,2023Q3,70.744741,202,0.024872
V0221,2023Q4,75.344706,213,0.065022
V0221,2024Q1,79.653477,224,0.057187
V0221,2024Q2,82.071518,235,0.030357
V0221,2024Q3,86.590889,247,0.055066
V0221,2024Q4,91.270852,260,0.054047
V0221,2025Q1,94.272692,273,0.032889
V0221,2025Q2,96.852436,287,0.027365
V0221,2025Q3,101.597727,302,0.048995
V0221,2025Q4,103.909495,318,0.022754
V0222,2023Q1,17.320099,72,0.130437
V0222,2023Q2,19.670389,81,0.135697
V0222,2023Q3,22.594106,91,0.148635
V0222,2023Q4,26.061778,102,0.153477
V0222,2024Q1,28.344596,114,0.087593
V0222,2024Q2,31.053659,128,0.095576
V0222,2024Q3,35.185949,144,0.133069
V0222,2024Q4,39.132929,146,0.112175
V0222,2025Q1,43.722870,148,0.117291
V0222,2025Q2,45.161624,150,0.032906
V0222,2025Q3,45.076053,151,-0.001895
V0222,2025Q4,45.823851,153,0.016590
V0223,2023Q1,3.871347,15,0.070024
V0223,2023Q2,4.212057,16,0.088008
V0223,2023Q3,4.498540,18,0.068015
V0223,2023Q4,4.786586,19,0.064031
V0223,2024Q1,5.150847,21,0.076100
V0223,2024Q2,5.615251,23,0.090161
V0223,2024Q3,6.142892,25,0.093966
V0223,2024Q4,6.714343,27,0.093026
V0223,2025Q1,7.632437,29,0.136736
V0223,2025Q2,8.307001,31,0.088381
V0223,2025Q3,8.710408,34,0.048562
V0223,2025Q4,9.384234,37,0.077359
V0224,2023Q1,6.498663,26,0.203498
V0224,2023Q2,7.616920,30,0.172075
V0224,2023Q3,8.699293,35,0.142101
V0224,2023Q4,10.125838,41,0.163984
V0224,2024Q1,11.942011,41,0.179360
V0224,2024Q2,13.926590,41,0.166185
V0224,2024Q3,13.901093,41,-0.001831
V0224,2024Q4,13.550682,41,-0.025207
V0224,2025Q1,13.323690,42,-0.016751
V0224,2025Q2,13.112903,42,-0.015820
V0224,2025Q3,13.007819,42,-0.008014
V0224,2025Q4,12.787827,42,-0.016912
V0225,2023Q1,27.361546,79,0.055511
V0225,2023Q2,28.301942,82,0.034369
V0225,2023Q3,29.657392,85,0.047892
V0225,2023Q4,31.203955,89,0.052148
V0225,2024Q1,32.326972,92,0.035990
V0225,2024Q2,33.322216,96,0.030787
V0225,2024Q3,34.528319,100,0.036195
V0225,2024Q4,37.787486,104,0.094391
V0225,2025Q1,40.447787,108,0.070402
V0225,2025Q2,41.950324,130,0.037148
V0225,2025Q3,45.815752,158,0.092143
V0225,2025Q4,54.840569,191,0.196981
V0226,2023Q1,10.336601,32,0.126896
V0226,2023Q2,11.936580,37,0.154788
V0226,2023Q3,13.851516,42,0.160426
V0226,2023Q4,16.003746,49,0.155379
V0226,2024Q1,18.673492,56,0.166820
V0226,2024Q2,21.123083,64,0.131180
V0226,2024Q3,24.240028,74,0.147561
V0226,2024Q4,27.278470,85,0.125348
V0226,2025Q1,30.315731,86,0.111343
V0226,2025Q2,33.162709,87,0.093911
V0226,2025Q3,32.809250,87,-0.010658
V0226,2025Q4,32.559724,88,-0.007605
V0227,2023Q1,0.590303,2,0.068701
V0227,2023Q2,0.615150,2,0.042092
V0227,2023Q3,0.647278,2,0.052228
V0227,2023Q4,0.681907,2,0.053499
V0227,2024Q1,0.690725,2,0.012932
V0227,2024Q2,0.684252,2,-0.009372
V0227,2024Q3,0.689175,2,0.007195
V0227,2024Q4,0.670063,3,-0.027732
V0227,2025Q1,0.692958,3,0.034169
V0227,2025Q2,0.777840,3,0.122492
V0227,2025Q3,0.883290,4,0.135569
V0227,2025Q4,1.008480,4,0.141730
V0228,2023Q1,1.312828,3,0.083020
V0228,2023Q2,1.462331,4,0.113879
V0228,2023Q3,1.627198,4,0.112743
V0228,2023Q4,1.809662,4,0.112134
V0228,2024Q1,1.987054,5,0.098025
V0228,2024Q2,2.212530,5,0.113472
V0228,2024Q3,2.404207,5,0.086633
V0228,2024Q4,2.652166,6,0.103136
V0228,2025Q1,2.968601,6,0.119312
V0228,2025Q2,3.239520,7,0.091262
V0228,2025Q3,3.471196,8,0.071515
V0228,2025Q4,3.698848,8,0.065583
V0229,2023Q1,3.232366,9,0.062956
V0229,2023Q2,3.482041,10,0.077242
V0229,2023Q3,3.847756,11,0.105029
V0229,2023Q4,4.284158,11,0.113417
V0229,2024Q1,4.671015,12,0.090299
V0229,2024Q2,4.976258,12,0.065348
V0229,2024Q3,5.156968,13,0.036315
V0229,2024Q4,5.481330,14,0.062898
V0229,2025Q1,5.864943,15,0.069985
V0229,2025Q2,6.201509,15,0.057386
V0229,2025Q3,6.532701,16,0.053405
V0229,2025Q4,6.874908,17,0.052384
V0230,2023Q1,14.291505,42,0.035612
V0230,2023Q2,14.720773,43,0.030037
V0230,2023Q3,14.841837,45,0.008224
V0230,2023Q4,15.135490,46,0.019785
V0230,2024Q1,15.655206,47,0.034338
V0230,2024Q2,16.725418,49,0.068361
V0230,2024Q3,17.902437,57,0.070373
V0230,2024Q4,19.849308,66,0.108749
V0230,2025Q1,23.523363,78,0.185097
V0230,2025Q2,27.061524,91,0.150411
V0230,2025Q3,31.138593,106,0.150659
V0230,2025Q4,35.267601,124,0.132601
V0231,2023Q1,1.349259,6,0.062939
V0231,2023Q2,1.422709,7,0.054437
V0231,2023Q3,1.522074,7,0.069842
V0231,2023Q4,1.601153,7,0.051955
V0231,2024Q1,1.615335,7,0.008857
V0231,2024Q2,1.663400,8,0.029756
V0231,2024Q3,1.726924,8,0.038189
V0231,2024Q4,1.737872,8,0.006340
V0231,2025Q1,1.763892,9,0.014972
V0231,2025Q2,1.729450,9,-0.019526
V0231,2025Q3,1.678415,8,-0.029509
V0231,2025Q4,1.595712,8,-0.049275
V0232,2023Q1,3.811242,20,0.064666
V0232,2023Q2,3.992601,21,0.047585
V0232,2023Q3,4.064770,23,0.018076
V0232,2023Q4,4.286310,24,0.054502
V0232,2024Q1,4.590611,25,0.070994
V0232,2024Q2,4.754226,27,0.035641
V0232,2024Q3,4.942117,28,0.039521
V0232,2024Q4,5.300120,36,0.072439
V0232,2025Q1,5.907965,44,0.114685
V0232,2025Q2,7.408289,56,0.253949
V0232,2025Q3,8.984177,69,0.212719
V0232,2025Q4,10.897153,87,0.212927
V0233,2023Q1,25.632609,120,0.122067
V0233,2023Q2,28.932390,137,0.128734
V0233,2023Q3,32.050952,158,0.107788
V0233,2023Q4,36.120416,182,0.126969
V0233,2024Q1,41.543884,209,0.150150
V0233,2024Q2,49.082949,240,0.181472
V0233,2024Q3,56.837171,276,0.157982
V0233,2024Q4,67.468634,318,0.187051
V0233,2025Q1,79.629626,365,0.180247
V0233,2025Q2,92.449220,365,0.160990
V0233,2025Q3,103.173882,365,0.116006
V0233,2025Q4,107.115995,364,0.038208
V0234,2023Q1,18.789428,59,0.021653
V0234,2023Q2,19.534951,61,0.039678
V0234,2023Q3,20.242206,62,0.036205
V0234,2023Q4,20.920340,64,0.033501
V0234,2024Q1,21.631629,64,0.034000
V0234,2024Q2,22.302059,58,0.030993
V0234,2024Q3,20.435600,54,-0.083690
V0234,2024Q4,18.728284,49,-0.083546
V0234,2025Q1,16.779752,45,-0.104042
V0234,2025Q2,15.527388,42,-0.074635
V0234,2025Q3,14.674523,38,-0.054927
V0234,2025Q4,14.085128,35,-0.040164
V0235,2023Q1,32.012751,168,0.075293
V0235,2023Q2,34.912514,180,0.090581
V0235,2023Q3,37.927815,193,0.086367
V0235,2023Q4,41.208030,207,0.086486
V0235,2024Q1,44.695698,223,0.084636
V0235,2024Q2,48.504925,239,0.085226
V0235,2024Q3,52.273632,257,0.077697
V0235,2024Q4,56.726900,276,0.085191
V0235,2025Q1,59.585903,296,0.050399
V0235,2025Q2,62.810818,318,0.054122
V0235,2025Q3,65.170863,341,0.037574
V0235,2025Q4,68.718471,366,0.054435
V0236,2023Q1,11.744097,43,0.078218
V0236,2023Q2,12.901757,46,0.098574
V0236,2023Q3,13.651879,49,0.058141
V0236,2023Q4,14.297116,52,0.047264
V0236,2024Q1,15.216187,55,0.064284
V0236,2024Q2,16.666437,59,0.095310
V0236,2024Q3,18.288150,63,0.097304
V0236,2024Q4,19.963548,67,0.091611
V0236,2025Q1,21.533161,72,0.078624
V0236,2025Q2,22.918982,76,0.064358
V0236,2025Q3,24.614131,81,0.073963
V0236,2025Q4,26.610758,87,0.081117
V0237,2023Q1,27.190448,119,0.002579
V0237,2023Q2,27.295595,122,0.003867
V0237,2023Q3,26.984763,124,-0.011388
V0237,2023Q4,27.282528,124,0.011035
V0237,2024Q1,25.805093,111,-0.054153
V0237,2024Q2,22.560596,99,-0.125731
V0237,2024Q3,20.141866,89,-0.107210
V0237,2024Q4,18.357853,80,-0.088572
V0237,2025Q1,16.690749,72,-0.090811
V0237,2025Q2,15.481726,64,-0.072437
V0237,2025Q3,13.938917,57,-0.099654
V0237,2025Q4,12.308882,51,-0.116941
V0238,2023Q1,4.637798,20,0.008874
V0238,2023Q2,4.525120,20,-0.024296
V0238,2023Q3,4.601193,21,0.016811
V0238,2023Q4,4.735431,21,0.029175
V0238,2024Q1,4.762325,21,0.005679
V0238,2024Q2,4.532711,20,-0.048215
V0238,2024Q3,4.225393,19,-0.067800
V0238,2024Q4,3.992210,18,-0.055186
V0238,2025Q1,3.869169,17,-0.030820
V0238,2025Q2,3.850738,16,-0.004764
V0238,2025Q3,3.756672,15,-0.024428
V0238,2025Q4,3.593571,14,-0.043416
V0239,2023Q1,2.364697,7,0.101310
V0239,2023Q2,2.622048,8,0.108831
V0239,2023Q3,2.834832,8,0.081152
V0239,2023Q4,3.044557,9,0.073982
V0239,2024Q1,3.414582,11,0.121536
V0239,2024Q2,3.780326,11,0.107112
V0239,2024Q3,4.143538,11,0.096080
V0239,2024Q4,4.335039,11,0.046217
V0239,2025Q1,4.477560,11,0.032877
V0239,2025Q2,4.669088,12,0.042775
V0239,2025Q3,4.796760,12,0.027344
V0239,2025Q4,4.823736,12,0.005624
V0240,2023Q1,5.443322,22,0.057174
V0240,2023Q2,5.765409,23,0.059171
V0240,2023Q3,6.106579,25,0.059175
V0240,2023Q4,6.410415,26,0.049756
V0240,2024Q1,6.887642,27,0.074446
V0240,2024Q2,7.310444,29,0.061386
V0240,2024Q3,7.679619,31,0.050500
V0240,2024Q4,8.233546,32,0.072129
V0240,2025Q1,8.596937,34,0.044135
V0240,2025Q2,9.028441,36,0.050193
V0240,2025Q3,9.777973,38,0.083019
V0240,2025Q4,10.472643,40,0.071044
V0241,2023Q1,11.208152,30,0.050103
V0241,2023Q2,11.713370,32,0.045076
V0241,2023Q3,12.152645,33,0.037502
V0241,2023Q4,12.647691,35,0.040736
V0241,2024Q1,13.082255,37,0.034359
V0241,2024Q2,13.543432,39,0.035252
V0241,2024Q3,14.004801,41,0.034066
V0241,2024Q4,14.823198,43,0.058437
V0241,2025Q1,15.750466,43,0.062555
V0241,2025Q2,16.054915,40,0.019330
V0241,2025Q3,15.048496,38,-0.062686
V0241,2025Q4,15.182633,36,0.008914
V0242,2023Q1,11.485918,45,0.092336
V0242,2023Q2,12.117182,47,0.054960
V0242,2023Q3,12.663583,50,0.045093
V0242,2023Q4,13.672598,54,0.079678
V0242,2024Q1,14.359564,57,0.050244
V0242,2024Q2,14.878036,61,0.036106
V0242,2024Q3,15.612963,65,0.049397
V0242,2024Q4,16.276682,69,0.042511
V0242,2025Q1,17.055443,73,0.047845
V0242,2025Q2,18.070124,78,0.059493
V0242,2025Q3,19.510104,83,0.079688
V0242,2025Q4,20.992998,88,0.076006
V0243,2023Q1,2.154832,10,0.086153
V0243,2023Q2,2.373926,10,0.101676
V0243,2023Q3,2.549427,11,0.073929
V0243,2023Q4,2.625673,11,0.029907
V0243,2024Q1,2.691026,12,0.024890
V0243,2024Q2,2.863639,13,0.064144
V0243,2024Q3,3.014446,13,0.052663
V0243,2024Q4,3.142017,14,0.042320
V0243,2025Q1,3.274973,15,0.042315
V0243,2025Q2,3.547933,16,0.083347
V0243,2025Q3,3.807141,17,0.073059
V0243,2025Q4,4.032522,18,0.059199
V0244,2023Q1,0.685272,2,0.043517
V0244,2023Q2,0.717741,2,0.047381
V0244,2023Q3,0.746384,2,0.039907
V0244,2023Q4,0.794156,2,0.064005
V0244,2024Q1,0.821458,2,0.034378
V0244,2024Q2,0.822460,3,0.001220
V0244,2024Q3,0.884126,4,0.074978
V0244,2024Q4,1.083222,5,0.225190
V0244,2025Q1,1.381813,6,0.275650
V0244,2025Q2,1.732685,7,0.253922
V0244,2025Q3,2.126482,9,0.227276
V0244,2025Q4,2.608549,11,0.226697
V0245,2023Q1,3.522097,15,0.131588
V0245,2023Q2,4.004882,17,0.137073
V0245,2023Q3,4.487986,19,0.120629
V0245,2023Q4,5.151075,21,0.147748
V0245,2024Q1,5.860345,24,0.137694
V0245,2024Q2,6.660289,27,0.136501
V0245,2024Q3,7.481177,30,0.123251
V0245,2024Q4,8.486718,34,0.134409
V0245,2025Q1,9.681942,39,0.140835
V0245,2025Q2,11.125844,39,0.149134
V0245,2025Q3,12.070262,40,0.084885
V0245,2025Q4,12.358767,40,0.023902
V0246,2023Q1,2.460494,9,0.073157
V0246,2023Q2,2.582101,10,0.049424
V0246,2023Q3,2.644794,10,0.024280
V0246,2023Q4,2.742259,11,0.036852
V0246,2024Q1,2.920258,11,0.064909
V0246,2024Q2,3.059642,13,0.047730
V0246,2024Q3,3.519647,16,0.150346
V0246,2024Q4,4.217857,19,0.198375
V0246,2025Q1,5.208630,24,0.234899
V0246,2025Q2,6.491975,28,0.246388
V0246,2025Q3,8.121655,34,0.251030
V0246,2025Q4,9.861886,42,0.214271
V0247,2023Q1,82.534605,286,0.130580
V0247,2023Q2,91.946652,316,0.114038
V0247,2023Q3,101.640951,349,0.105434
V0247,2023Q4,115.067481,385,0.132098
V0247,2024Q1,129.607147,385,0.126358
V0247,2024Q2,138.969689,383,0.072238
V0247,2024Q3,136.220207,380,-0.019785
V0247,2024Q4,135.303154,378,-0.006732
V0247,2025Q1,130.863711,375,-0.032811
V0247,2025Q2,129.955510,373,-0.006940
V0247,2025Q3,129.634646,370,-0.002469
V0247,2025Q4,125.143595,368,-0.034644
V0248,2023Q1,11.942161,51,0.114796
V0248,2023Q2,13.235133,56,0.108270
V0248,2023Q3,14.204323,61,0.073229
V0248,2023Q4,15.202239,66,0.070254
V0248,2024Q1,16.689420,72,0.097826
V0248,2024Q2,17.833998,79,0.068581
V0248,2024Q3,19.128477,86,0.072585
V0248,2024Q4,21.140162,93,0.105167
V0248,2025Q1,23.099146,102,0.092666
V0248,2025Q2,24.957096,111,0.080434
V0248,2025Q3,27.509041,121,0.102253
V0248,2025Q4,31.067792,131,0.129367
V0249,2023Q1,6.608669,16,0.034980
V0249,2023Q2,6.717135,17,0.016413
V0249,2023Q3,6.949027,18,0.034522
V0249,2023Q4,7.034173,19,0.012253
V0249,2024Q1,7.285885,20,0.035784
V0249,2024Q2,7.778225,21,0.067575
V0249,2024Q3,7.868558,23,0.011614
V0249,2024Q4,8.132830,24,0.033586
V0249,2025Q1,8.577498,25,0.054676
V0249,2025Q2,8.987408,27,0.047789
V0249,2025Q3,9.554857,29,0.063138
V0249,2025Q4,10.252257,30,0.072989
V0250,2023Q1,15.144717,58,0.011955
V0250,2023Q2,15.157520,59,0.000845
V0250,2023Q3,15.021495,61,-0.008974
V0250,2023Q4,15.402809,63,0.025385
V0250,2024Q1,15.943265,65,0.035088
V0250,2024Q2,16.620217,67,0.042460
V0250,2024Q3,17.297575,68,0.040755
V0250,2024Q4,18.475325,68,0.068088
V0250,2025Q1,19.199574,64,0.039201
V0250,2025Q2,18.709112,59,-0.025545
V0250,2025Q3,17.593551,55,-0.059627
V0250,2025Q4,16.371384,52,-0.069467
V0251,2023Q1,26.668297,51,0.000215
V0251,2023Q2,27.944526,51,0.047856
V0251,2023Q3,28.705430,52,0.027229
V0251,2023Q4,28.428054,52,-0.009663
V0251,2024Q1,27.774975,53,-0.022973
V0251,2024Q2,27.602259,54,-0.006218
V0251,2024Q3,28.179745,54,0.020922
V0251,2024Q4,28.622354,55,0.015707
V0251,2025Q1,29.548852,56,0.032370
V0251,2025Q2,30.421265,56,0.029524
V0251,2025Q3,29.346937,51,-0.035315
V0251,2025Q4,27.105134,46,-0.076390
V0252,2023Q1,7.104456,33,0.011474
V0252,2023Q2,7.190114,33,0.012057
V0252,2023Q3,7.384154,34,0.026987
V0252,2023Q4,7.542523,35,0.021447
V0252,2024Q1,7.892326,36,0.046378
V0252,2024Q2,8.235986,36,0.043543
V0252,2024Q3,8.775206,36,0.065471
V0252,2024Q4,8.815566,33,0.004599
V0252,2025Q1,8.258389,29,-0.063204
V0252,2025Q2,7.172244,20,-0.131520
V0252,2025Q3,4.993427,13,-0.303785
V0252,2025Q4,3.686023,9,-0.261825
V0253,2023Q1,1.410335,5,0.051815
V0253,2023Q2,1.484798,6,0.052798
V0253,2023Q3,1.561265,6,0.051500
V0253,2023Q4,1.655037,6,0.060062
V0253,2024Q1,1.714262,7,0.035784
V0253,2024Q2,1.795917,8,0.047633
V0253,2024Q3,1.960328,10,0.091547
V0253,2024Q4,2.423273,12,0.236157
V0253,2025Q1,3.002668,14,0.239096
V0253,2025Q2,3.779691,17,0.258777
V0253,2025Q3,4.849424,20,0.283021
V0253,2025Q4,6.094622,25,0.256773
V0254,2023Q1,21.083613,69,0.108304
V0254,2023Q2,23.570761,76,0.117966
V0254,2023Q3,25.716302,84,0.091026
V0254,2023Q4,28.244791,92,0.098322
V0254,2024Q1,31.892235,101,0.129137
V0254,2024Q2,35.902006,111,0.125729
V0254,2024Q3,39.723965,122,0.106455
V0254,2024Q4,43.876685,134,0.104539
V0254,2025Q1,47.764436,148,0.088606
V0254,2025Q2,51.678660,162,0.081949
V0254,2025Q3,54.945698,178,0.063218
V0254,2025Q4,60.722887,196,0.105144
V0255,2023Q1,35.964602,200,0.067363
V0255,2023Q2,37.483454,213,0.042232
V0255,2023Q3,39.428220,228,0.051883
V0255,2023Q4,43.449129,243,0.101980
V0255,2024Q1,46.047873,260,0.059811
V0255,2024Q2,48.595220,277,0.055320
V0255,2024Q3,51.206780,296,0.053741
V0255,2024Q4,55.228431,317,0.078537
V0255,2025Q1,57.949875,338,0.049276
V0255,2025Q2,61.746509,361,0.065516
V0255,2025Q3,64.943527,386,0.051776
V0255,2025Q4,68.469472,412,0.054292
V0256,2023Q1,1.834269,7,0.106495
V0256,2023Q2,2.082475,7,0.135316
V0256,2023Q3,2.362892,8,0.134656
V0256,2023Q4,2.776104,9,0.174875
V0256,2024Q1,3.209055,10,0.155956
V0256,2024Q2,3.657432,12,0.139723
V0256,2024Q3,4.141822,13,0.132440
V0256,2024Q4,4.894362,13,0.181693
V0256,2025Q1,5.544623,13,0.132859
V0256,2025Q2,5.615839,13,0.012844
V0256,2025Q3,5.661753,13,0.008176
V0256,2025Q4,5.599591,12,-0.010979
V0257,2023Q1,1.263310,5,0.020020
V0257,2023Q2,1.308026,5,0.035395
V0257,2023Q3,1.388394,5,0.061442
V0257,2023Q4,1.477816,6,0.064407
V0257,2024Q1,1.572004,6,0.063734
V0257,2024Q2,1.649329,7,0.049189
V0257,2024Q3,1.693711,7,0.026909
V0257,2024Q4,1.884506,8,0.112649
V0257,2025Q1,2.111046,10,0.120212
V0257,2025Q2,2.404344,11,0.138935
V0257,2025Q3,2.819925,12,0.172846
V0257,2025Q4,3.298642,14,0.169762
V0258,2023Q1,6.837225,24,0.169632
V0258,2023Q2,7.944229,28,0.161908
V0258,2023Q3,8.903345,32,0.120731
V0258,2023Q4,9.975347,37,0.120404
V0258,2024Q1,11.291912,43,0.131982
V0258,2024Q2,12.454258,49,0.102936
V0258,2024Q3,14.037902,57,0.127157
V0258,2024Q4,15.946661,66,0.135972
V0258,2025Q1,18.621266,66,0.167722
V0258,2025Q2,20.672659,67,0.110164
V0258,2025Q3,20.610274,67,-0.003018
V0258,2025Q4,20.607058,67,-0.000156
V0259,2023Q1,8.158785,25,0.061183
V0259,2023Q2,8.425339,26,0.032671
V0259,2023Q3,8.359361,27,-0.007831
V0259,2023Q4,8.970222,28,0.073075
V0259,2024Q1,9.626465,29,0.073158
V0259,2024Q2,10.191473,30,0.058693
V0259,2024Q3,11.206179,32,0.099564
V0259,2024Q4,11.743732,33,0.047969
V0259,2025Q1,12.087015,34,0.029231
V0259,2025Q2,12.412920,36,0.026963
V0259,2025Q3,12.966336,37,0.044584
V0259,2025Q4,13.409731,39,0.034196
V0260,2023Q1,0.621745,3,0.061510
V0260,2023Q2,0.678849,3,0.091845
V0260,2023Q3,0.740036,4,0.090133
V0260,2023Q4,0.774294,4,0.046292
V0260,2024Q1,0.818628,4,0.057258
V0260,2024Q2,0.851593,4,0.040269
V0260,2024Q3,0.895930,5,0.052063
V0260,2024Q4,0.950330,5,0.060719
V0260,2025Q1,1.055290,5,0.110446
V0260,2025Q2,1.145135,6,0.085139
V0260,2025Q3,1.196168,6,0.044564
V0260,2025Q4,1.266857,7,0.059097
V0261,2023Q1,5.055731,19,0.007097
V0261,2023Q2,5.006749,20,-0.009688
V0261,2023Q3,5.051870,20,0.009012
V0261,2023Q4,4.973575,20,-0.015498
V0261,2024Q1,4.876828,20,-0.019452
V0261,2024Q2,4.670201,19,-0.042369
V0261,2024Q3,4.301033,18,-0.079047
V0261,2024Q4,3.469726,12,-0.193281
V0261,2025Q1,2.078710,8,-0.400901
V0261,2025Q2,1.370417,5,-0.340737
V0261,2025Q3,0.889745,3,-0.350749
V0261,2025Q4,0.579715,2,-0.348448
V0262,2023Q1,4.031250,10,0.098494
V0262,2023Q2,4.357989,11,0.081052
V0262,2023Q3,4.691702,12,0.076575
V0262,2023Q4,5.237047,13,0.116236
V0262,2024Q1,5.911957,14,0.128872
V0262,2024Q2,6.650052,15,0.124848
V0262,2024Q3,7.591177,16,0.141521
V0262,2024Q4,8.180744,18,0.077665
V0262,2025Q1,8.891013,19,0.086822
V0262,2025Q2,9.629676,21,0.083080
V0262,2025Q3,10.089424,23,0.047743
V0262,2025Q4,10.857815,25,0.076158
V0263,2023Q1,4.711991,21,0.143422
V0263,2023Q2,5.456142,25,0.157927
V0263,2023Q3,6.405339,30,0.173969
V0263,2023Q4,7.512110,35,0.172789
V0263,2024Q1,8.885438,41,0.182815
V0263,2024Q2,10.594067,48,0.192295
V0263,2024Q3,12.880620,48,0.215833
V0263,2024Q4,14.702388,48,0.141435
